delivery_date,weight,vehicle_size,billed_miles,total,pickup_state,deliver_state,duration_hours,rpm,predicted_cost,predicted_rpm,error,label
2021-04-19,2270,DOCK HIGH STRAIGHT,1668.0,4995.0,QA,TN,68,2.9946043165467624,4863.8659671861005,2.915986790878957,-0.08,-1
2021-04-19,1633,SPRINTER,1123.0,1650.0,TN,TX,72,1.469278717720392,1255.375415071925,1.117876594008838,-0.35,-4
2021-04-19,1544,DOCK HIGH STRAIGHT,1908.0,5220.0,AG,NC,70,2.7358490566037736,4117.818907262296,2.1581860100955432,-0.58,-6
2021-04-19,250,CARGO VAN,1632.0,1295.0,MI,TX,71,0.7935049019607843,1568.7551613834837,0.9612470351614482,0.17,2
2021-04-18,2000,CARGO VAN,1432.0,4890.0,SC,TX,46,3.414804469273743,3029.0101254856013,2.115230534556984,-1.3,-14
2021-04-18,40000,TRACTOR,472.0,3393.23,IL,TN,45,7.189046610169491,2984.895503727487,6.323931151965015,-0.87,-9
2021-04-17,4326,TRACTOR,433.0,2000.0,OH,IL,17,4.618937644341801,2065.0641879742507,4.7692013579082,0.15,2
2021-04-18,250,SPRINTER,1392.0,1855.0,NC,TX,45,1.3326149425287357,1987.6895385137552,1.42793788686333,0.1,2
2021-04-18,20613,TRACTOR,1363.0,4822.0,IN,TX,45,3.537784299339692,4587.35527052177,3.36563115959044,-0.17,-2
2021-04-19,1876,DOCK HIGH STRAIGHT,1169.0,2268.0,TX,IL,65,1.9401197604790417,2574.389007267561,2.2022147196471864,0.26,3
2021-04-18,3437,SPRINTER,1424.0,3695.0,JA,AR,45,2.594803370786517,3609.6143654596167,2.5348415487778206,-0.06,-1
2021-04-19,2400,DOCK HIGH STRAIGHT,1744.0,2400.0,MI,TX,67,1.3761467889908257,2796.967777311265,1.6037659273573766,0.23,3
2021-04-20,10000,TRACTOR,1828.0,4946.48,TX,PA,95,2.705951859956236,7466.11982926268,4.084310628699496,1.38,14
2021-04-19,40000,TRACTOR,2039.0,6583.86,MR,NC,68,3.228965179009318,6483.410782148687,3.179701217336286,-0.05,-1
2021-04-19,772,CARGO VAN,1884.0,3130.0,WI,AG,64,1.6613588110403397,3216.479452796791,1.7072608560492522,0.05,1
2021-04-18,1170,SPRINTER,1402.0,1832.64,WI,TX,43,1.30716119828816,2649.202747753052,1.889588265159096,0.58,6
2021-04-23,1350,CUBE VAN,2188.0,4079.43,GJ,MI,159,1.8644561243144424,4673.882698678424,2.1361438293777075,0.27,3
2021-04-19,5280,DOCK HIGH STRAIGHT,1169.0,3434.0,TX,IL,64,2.9375534644995724,2661.4128564304265,2.276657704388731,-0.66,-7
2021-04-18,2100,CARGO VAN,1621.0,1450.0,MI,TX,42,0.8945095619987662,1629.809102139526,1.005434362825124,0.11,2
2021-04-21,850,SPRINTER,1609.0,1693.81,TX,MI,111,1.0527097576134246,1882.183457934532,1.169784622706359,0.12,2
2021-04-19,2861,CUBE VAN,1674.0,2770.0,TX,MI,54,1.6547192353643967,3167.7648111216463,1.8923326231312103,0.24,3
2021-04-19,42000,TRACTOR,1713.0,5895.0,JA,TN,71,3.4413309982486866,7714.675465781923,4.50360505883358,1.06,11
2021-04-19,2813,CUBE VAN,1118.0,1950.0,TX,TN,63,1.744186046511628,2599.8614301092,2.325457450902684,0.58,6
2021-04-19,21336,TRACTOR,1480.0,6800.0,TX,OH,59,4.594594594594595,5547.887519950971,3.748572648615521,-0.85,-9
2021-04-20,40000,TRACTOR,2194.0,7100.0,QA,MI,85,3.236098450319052,7263.820359593876,3.310765888602496,0.07,1
2021-04-18,106,CARGO VAN,1414.0,2455.0,CU,OH,50,1.7362093352192365,2929.8390550087984,2.0720219625239027,0.34,4
2021-04-19,24254,TRACTOR,1099.0,3229.28,FL,KY,59,2.938380345768881,4333.098974719011,3.9427652181246686,1.0,11
2021-04-17,1500,SPRINTER,1046.0,1359.0,TX,AL,21,1.2992351816443597,1569.0495822714713,1.5000474017891696,0.2,3
2021-04-19,5928,DOCK HIGH STRAIGHT,1236.0,2150.0,TX,KY,57,1.7394822006472492,3383.6724312207866,2.7375990543857496,1.0,11
2021-04-19,11050,TRACTOR,1444.0,3895.0,SC,TX,63,2.6973684210526314,5080.568268745168,3.5183990780783714,0.82,9
2021-04-19,19273,TRACTOR,1493.0,6389.0,CU,SC,57,4.279303415941058,8469.67239111,5.67292189625586,1.39,14
2021-04-19,42990,TRACTOR,1928.0,8890.0,JA,SC,60,4.610995850622406,8442.58489369036,4.378934073490851,-0.23,-3
2021-04-18,4375,DOCK HIGH STRAIGHT,1442.0,3844.0,WI,TX,26,2.665742024965326,4136.559353774117,2.868626458927959,0.2,3
2021-04-19,1381,SPRINTER,1538.0,1714.71,MI,TX,54,1.1148959687906372,1641.6930608277669,1.0674207157527744,-0.05,-1
2021-04-18,2700,SPRINTER,1485.0,2607.9,NC,TX,29,1.7561616161616165,2398.82229995111,1.6153685521556296,-0.14,-2
2021-04-17,100,SPRINTER,359.0,1588.0,TX,CU,10,4.423398328690808,1263.0666158391305,3.518291409022648,-0.91,-10
2021-04-20,1450,CUBE VAN,1820.0,3250.0,GJ,IL,78,1.7857142857142858,3711.078786387949,2.039054278235137,0.25,3
2021-04-19,2760,TRACTOR,1088.0,1525.0,TX,TN,49,1.4016544117647058,1885.313672766025,1.7328250668805385,0.33,4
2021-04-19,627,TRACTOR,1088.0,343.0,TX,TN,50,0.3152573529411764,1472.2875406326332,1.353205460140288,1.04,11
2021-04-18,4100,CUBE VAN,1383.0,2499.0,TX,NC,32,1.806941431670282,2961.251465755094,2.141179657089728,0.33,4
2021-04-20,12461,TRACTOR,1724.0,7205.0,JA,AL,73,4.1792343387471,7721.474116221688,4.478813292471977,0.3,4
2021-04-19,7400,DOCK HIGH STRAIGHT,340.0,1558.23,IN,OH,39,4.583029411764706,1850.7037154272032,5.443246221844715,0.86,9
2021-04-21,4467,TRACTOR,2387.0,7000.0,TX,TX,91,2.932551319648094,7130.991351888777,2.987428299911511,0.05,1
2021-04-21,2500,CUBE VAN,1754.0,3250.0,NX,MI,97,1.8529076396807296,2975.049126080991,1.6961511551202912,-0.16,-2
2021-04-22,1900,SPRINTER,2108.0,3553.75,AG,ON,114,1.6858396584440227,3681.8265453371846,1.7465970328924023,0.06,1
2021-04-20,42990,TRACTOR,1928.0,8890.0,JA,SC,69,4.610995850622406,8658.67421401932,4.49101359648305,-0.12,-2
2021-04-21,40000,TRACTOR,2039.0,6583.86,MR,NC,83,3.228965179009318,6637.72207365515,3.255381105274718,0.03,1
2021-04-20,460,SPRINTER,1541.0,1600.0,TX,OH,41,1.0382868267358858,1957.35452775412,1.2701846383868398,0.23,3
2021-04-22,1000,SPRINTER,1668.0,4200.0,QA,TN,97,2.517985611510792,3755.468078885996,2.251479663600717,-0.27,-3
2021-04-19,5000,DOCK HIGH STRAIGHT,1046.0,2650.0,TX,AL,18,2.5334608030592736,2886.653400995941,2.759706884317344,0.23,3
2021-04-21,40000,TRACTOR,2039.0,6583.86,MR,NC,44,3.228965179009318,6557.275945083695,3.2159273884667456,-0.01,-1
2021-04-21,4000,DOCK HIGH STRAIGHT,1235.0,2270.0,KY,TX,53,1.838056680161944,2202.0948838185086,1.783072780419845,-0.05,-1
2021-04-21,3630,DOCK HIGH STRAIGHT,1496.0,3426.0,IN,TX,48,2.2901069518716577,2829.585620437483,1.8914342382603493,-0.4,-5
2021-04-19,40000,TRACTOR,493.0,3550.16,IL,TN,9,7.201135902636916,3146.7262554768067,6.382811877234902,-0.82,-9
2021-04-20,40000,TRACTOR,509.0,1400.0,KY,SC,19,2.75049115913556,1393.89010312977,2.73848743247499,-0.01,-1
2021-04-21,5470,DOCK HIGH STRAIGHT,1171.0,2656.0,IN,TX,46,2.268146883005978,2316.193071490184,1.9779616323571168,-0.29,-3
2021-04-20,320,CARGO VAN,796.0,1177.3,SC,MI,20,1.4790201005025123,1202.7866966529418,1.511038563634349,0.03,1
2021-04-20,1350,DOCK HIGH STRAIGHT,1448.0,2550.0,TX,OH,19,1.761049723756906,2703.533606240356,1.867081219779251,0.11,2
2021-04-20,2035,DOCK HIGH STRAIGHT,1065.0,2850.0,TX,GA,20,2.676056338028169,3144.360970446108,2.9524516154423543,0.28,3
2021-04-19,140,CARGO VAN,433.0,546.26,SC,WV,9,1.2615704387990765,942.2120101336368,2.176009261278607,0.91,10
2021-04-20,5370,TRACTOR,569.0,2400.0,MN,IL,17,4.21792618629174,2533.361447328942,4.45230482834612,0.23,3
2021-04-20,1853,SPRINTER,532.0,789.33,TN,MI,18,1.4837030075187971,801.7618020779237,1.5070710565374503,0.02,1
2021-04-21,3770,DOCK HIGH STRAIGHT,1506.0,2539.07,NC,TX,44,1.6859694555112883,3617.1687719803535,2.401838494010859,0.72,8
2021-04-23,149,SPRINTER,2280.0,2877.0,MI,TL,89,1.261842105263158,2781.675933087531,1.2200333039857592,-0.04,-1
2021-04-22,40000,TRACTOR,2039.0,6583.86,MR,NC,68,3.228965179009318,6483.410782148687,3.179701217336286,-0.05,-1
2021-04-21,2673,SPRINTER,1432.0,4890.0,SC,TX,42,3.414804469273743,3790.735895299711,2.647161938058457,-0.77,-8
2021-04-22,3414,CUBE VAN,1643.0,2995.0,TX,MI,68,1.82288496652465,2906.998347781551,1.769323400962599,-0.05,-1
2021-04-23,400,CARGO VAN,1936.0,3399.0,QA,IL,87,1.755681818181818,3349.7395288940056,1.730237359965912,-0.03,-1
2021-04-22,585,CARGO VAN,2298.0,2790.0,PU,MI,65,1.2140992167101827,3686.497871603232,1.604220135597577,0.39,4
2021-04-20,6876,DOCK HIGH STRAIGHT,458.0,2400.0,TX,TX,15,5.240174672489083,2045.325998305276,4.465777288876149,-0.77,-8
2021-04-22,1735,SPRINTER,1585.0,2800.0,AG,TN,59,1.7665615141955835,3257.810813856081,2.055401144388695,0.29,3
2021-04-21,1431,SPRINTER,1113.0,1347.3,TN,TX,37,1.2105121293800538,1619.1457845957932,1.4547581173367414,0.24,3
2021-04-22,15625,TRACTOR,2194.0,7100.0,QA,MI,61,3.236098450319052,7040.906033211674,3.209164099002586,-0.03,-1
2021-04-21,2205,SPRINTER,623.0,1422.0,JA,TX,36,2.282504012841092,1464.7964356078162,2.3511981309916794,0.07,1
2021-04-21,470,SPRINTER,1312.0,1585.0,TX,SC,33,1.2080792682926829,1672.6540717743003,1.274888774218217,0.07,1
2021-04-22,42990,TRACTOR,1928.0,8690.0,JA,SC,66,4.507261410788382,8566.924190447216,4.443425409982996,-0.06,-1
2021-04-22,1976,SPRINTER,1847.0,3126.31,ON,TX,49,1.6926421223605848,3058.9417100553765,1.6561676827587313,-0.04,-1
2021-04-20,40000,TRACTOR,486.0,1400.0,SC,TN,11,2.880658436213992,1831.551424925061,3.768624331121525,0.89,9
2021-04-22,15000,TRACTOR,1434.0,3376.48,SC,TX,48,2.354588563458856,6883.401255176113,4.800140345311097,2.45,25
2021-04-22,172,DOCK HIGH STRAIGHT,1128.0,1850.0,TN,TX,49,1.6400709219858156,1802.820586970283,1.59824520121479,-0.04,-1
2021-04-21,10000,DOCK HIGH STRAIGHT,480.0,1882.3,KY,MI,20,3.921458333333333,1650.152706555406,3.437818138657096,-0.48,-5
2021-04-20,2000,SPRINTER,384.0,1247.0,TX,AZ,7,3.247395833333333,1024.5259444927124,2.668036313783105,-0.58,-6
2021-04-22,1113,SPRINTER,1604.0,1370.0,MI,TX,46,0.8541147132169576,1802.6651880653253,1.123856102285116,0.27,3
2021-04-22,100,CARGO VAN,1664.0,1250.0,MI,TX,45,0.7512019230769231,1559.433101010847,0.9371593155113264,0.19,2
2021-04-22,650,CUBE VAN,1400.0,1790.0,TX,IN,41,1.2785714285714285,2650.7175831457744,1.893369702246981,0.61,7
2021-04-22,170,CARGO VAN,1430.0,1813.0,TX,SC,44,1.2678321678321678,1840.910655548184,1.287350108774954,0.02,1
2021-04-21,10887,TRACTOR,1401.0,4822.0,IN,TX,24,3.441827266238401,4947.417209856062,3.5313470448651407,0.09,1
2021-04-22,1624,SPRINTER,1558.0,1790.0,MI,TX,46,1.1489088575096278,1934.2122651151503,1.2414712869801992,0.09,1
2021-04-23,3400,SPRINTER,1878.0,2300.0,QA,SC,65,1.2247071352502663,3519.2458916321743,1.8739328496443952,0.65,7
2021-04-22,600,SPRINTER,1372.0,1050.0,IN,TX,44,0.7653061224489796,1829.4635242355928,1.3334282246615112,0.57,6
2021-04-22,10230,DOCK HIGH STRAIGHT,1171.0,2651.58,IN,TX,44,2.2643723313407342,2462.286676532184,2.102721329233291,-0.16,-2
2021-04-21,15000,TRACTOR,1363.0,4822.0,IN,TX,30,3.537784299339692,5162.110860319972,3.787315378077749,0.25,3
2021-04-22,800,DOCK HIGH STRAIGHT,1304.0,2695.0,IA,TX,43,2.066717791411043,3913.682987399494,3.0012906345088144,0.93,10
2021-04-23,165,CARGO VAN,2171.0,2900.0,VA,TL,73,1.3357899585444497,3240.155156065339,1.492471283309691,0.16,2
2021-04-22,560,CARGO VAN,1877.0,2486.0,NJ,TX,45,1.324453915823122,2152.7280843717185,1.146898286825636,-0.18,-2
2021-04-22,3663,CUBE VAN,1644.0,1953.0,MI,TX,44,1.187956204379562,2213.468131817206,1.3463918076746997,0.16,2
2021-04-22,15000,TRACTOR,1362.0,4400.0,TX,IN,55,3.2305433186490453,5815.401366057663,4.269751370086389,1.04,11
2021-04-20,40000,TRACTOR,472.0,3293.23,IL,TN,7,6.97718220338983,3223.34497368882,6.829120706967839,-0.15,-2
2021-04-21,3500,TRACTOR,435.0,1895.0,TX,TX,9,4.35632183908046,2685.767253838884,6.174177595031916,1.82,19
2021-04-21,172,CARGO VAN,427.0,562.89,TX,TX,15,1.3182435597189694,1245.707982500599,2.917348905153628,1.6,17
2021-04-23,780,CARGO VAN,1773.0,2950.0,PA,TX,66,1.6638465877044557,2008.485494427587,1.132817537748216,-0.53,-6
2021-04-23,40000,TRACTOR,2039.0,6583.86,MR,NC,57,3.228965179009318,6582.388197577438,3.2282433533974686,-0.0,1
2021-04-22,1552,CARGO VAN,1609.0,1420.0,TX,MI,40,0.8825357364822871,1870.478515353009,1.1625099536065937,0.28,3
2021-04-22,6500,DOCK HIGH STRAIGHT,1088.0,2500.0,TX,TN,31,2.297794117647059,2888.8622860666883,2.6552043070465885,0.36,4
2021-04-23,42990,TRACTOR,1928.0,8690.0,JA,SC,55,4.507261410788382,8774.489015523184,4.55108351427551,0.04,1
2021-04-23,7535,DOCK HIGH STRAIGHT,2194.0,7100.0,QA,MI,48,3.236098450319052,6532.565534212919,2.977468338292124,-0.26,-3
2021-04-22,100,CARGO VAN,763.0,1829.11,MI,MO,28,2.397260812581913,1689.5170187267468,2.21430801930111,-0.18,-2
2021-04-21,40000,TRACTOR,509.0,1400.0,KY,SC,9,2.75049115913556,1426.8711090879035,2.8032831219801646,0.05,1
2021-04-23,125,CARGO VAN,1357.0,1622.44,IL,TX,48,1.195607958732498,1595.6891385442011,1.1758947225823146,-0.02,-1
2021-04-22,3200,DOCK HIGH STRAIGHT,602.0,1725.0,TN,MI,18,2.8654485049833887,1717.4866120599102,2.852967794119452,-0.01,-1
2021-04-23,706,CUBE VAN,1611.0,1300.0,MI,TX,46,0.8069522036002483,2167.587945001216,1.345492206704665,0.54,6
2021-04-23,2200,DOCK HIGH STRAIGHT,1470.0,2500.0,IN,TX,47,1.7006802721088434,2816.6024405371363,1.916056081998052,0.22,3
2021-04-22,40000,TRACTOR,484.0,3000.49,NC,TN,23,6.199359504132231,3026.0520833432524,6.252173725915811,0.05,1
2021-04-22,500,CARGO VAN,638.0,822.7,CT,OH,11,1.289498432601881,1184.501055848492,1.8565847270352536,0.57,6
2021-04-23,6000,DOCK HIGH STRAIGHT,1432.0,4890.0,SC,TX,44,3.414804469273743,4308.268440836931,3.008567346953164,-0.41,-5
2021-04-22,50,TRACTOR,588.0,5551.48,TN,OK,22,9.441292517006802,4845.523283595762,8.240685856455379,-1.2,-13
2021-04-22,5000,DOCK HIGH STRAIGHT,1046.0,2650.0,TX,AL,21,2.5334608030592736,2862.189813119547,2.736319133001479,0.2,3
2021-04-23,1100,SPRINTER,1560.0,1183.85,TX,OH,45,0.758878205128205,2157.59526476685,1.3830738876710578,0.62,7
2021-04-23,6135,DOCK HIGH STRAIGHT,1324.0,2155.0,IN,TX,39,1.627643504531722,2763.6952420118205,2.08738311330198,0.46,5
2021-04-22,260,CARGO VAN,318.0,763.77,IL,KY,9,2.401792452830189,809.2351337477212,2.5447645715337144,0.14,2
2021-04-22,40000,TRACTOR,486.0,1400.0,SC,TN,19,2.880658436213992,1759.8378027681954,3.6210654377946407,0.74,8
2021-04-26,42000,TRACTOR,1797.0,7900.0,JA,TN,75,4.39621591541458,8139.030004814355,4.529232056101478,0.13,2
2021-04-26,606,CARGO VAN,1451.0,1595.0,WI,TX,73,1.0992419021364577,1610.0637685001436,1.1096235482426904,0.01,1
2021-04-23,40000,TRACTOR,437.0,1600.0,KY,MI,7,3.6613272311212817,1865.8433375196605,4.269664387916842,0.61,7
2021-04-25,1710,SPRINTER,1682.0,1493.41,MI,TX,48,0.8878775267538644,1774.2943193761305,1.054871771329447,0.17,2
2021-04-26,1510,DOCK HIGH STRAIGHT,1746.0,2583.16,TX,MI,69,1.479473081328751,3533.229301333317,2.0236135746468022,0.54,6
2021-04-29,1800,SPRINTER,1662.0,721.66,TX,MI,152,0.4342117930204572,2120.216184759414,1.2757016755471804,0.84,9
2021-04-26,829,CARGO VAN,1170.0,1100.0,IL,TX,70,0.9401709401709402,1175.0705311867778,1.0043337873391265,0.06,1
2021-04-25,3273,DOCK HIGH STRAIGHT,1919.0,3733.49,NY,TX,48,1.9455393434080248,3798.3788732491535,1.9793532429646448,0.03,1
2021-04-29,1550,CARGO VAN,1543.0,2245.0,NC,NX,131,1.4549578742709008,2576.5184894925583,1.6698110754974451,0.21,3
2021-04-24,750,CARGO VAN,627.0,792.59,MI,AL,19,1.264098883572568,1019.2053339787858,1.625526848451014,0.36,4
2021-04-25,8000,DOCK HIGH STRAIGHT,1432.0,4890.0,SC,TX,46,3.414804469273743,4709.832162201341,3.288988940084735,-0.13,-2
2021-04-27,3600,CUBE VAN,1541.0,2411.0,OH,TX,93,1.564568462037638,2474.509870755533,1.6057818758958682,0.04,1
2021-04-26,2500,CUBE VAN,1606.0,1623.0,OH,TX,71,1.010585305105853,2366.535047897796,1.4735585603348669,0.46,5
2021-04-29,12004,TRACTOR,1580.0,4900.0,IL,SL,140,3.1012658227848102,5695.633343610285,3.604831230133092,0.5,6
2021-04-25,600,CARGO VAN,1269.0,1527.83,TX,KY,38,1.2039637509850276,1728.2205106055692,1.3618758948822451,0.16,2
2021-04-26,40000,TRACTOR,2039.0,6583.86,MR,NC,68,3.228965179009318,6483.410782148687,3.179701217336286,-0.05,-1
2021-04-27,669,CARGO VAN,2891.0,3102.37,NC,OR,91,1.07311310965064,3833.751119798565,1.3260986232440557,0.25,3
2021-04-28,538,CARGO VAN,1808.0,2339.0,QA,IA,112,1.293694690265487,3087.4352778437533,1.707652255444554,0.41,5
2021-04-26,1640,DOCK HIGH STRAIGHT,1746.0,1183.16,TX,MI,70,0.6776403207331043,3492.2800393665057,2.0001603890988005,1.32,14
2021-04-26,3600,CUBE VAN,1609.0,1420.0,TX,MI,63,0.8825357364822871,2673.457663546856,1.6615647380651686,0.78,8
2021-04-24,8000,DOCK HIGH STRAIGHT,437.0,1300.0,KY,MI,8,2.9748283752860414,1640.8019506349185,3.7546955392103394,0.78,8
2021-04-26,5536,DOCK HIGH STRAIGHT,472.0,3793.23,IL,TN,62,8.036504237288135,2494.455522797899,5.2848633957582605,-2.75,-28
2021-04-26,10527,DOCK HIGH STRAIGHT,1438.0,4400.0,TX,SC,64,3.05980528511822,3408.8986987563844,2.370583239747138,-0.69,-7
2021-04-25,4900,DOCK HIGH STRAIGHT,1638.0,2550.0,MI,TX,41,1.5567765567765568,3174.7716507813443,1.9382000310020413,0.38,4
2021-04-25,12270,DOCK HIGH STRAIGHT,1324.0,2895.0,IN,TX,42,2.1865558912386707,2874.3044950582103,2.1709248452101284,-0.02,-1
2021-04-29,12565,TRACTOR,1995.0,4750.0,SL,MI,137,2.380952380952381,7630.094018175509,3.824608530413789,1.44,15
2021-04-26,2004,SPRINTER,2076.0,3047.0,SL,MI,60,1.4677263969171483,3729.5884613123694,1.7965262337728176,0.33,4
2021-04-24,1104,SPRINTER,595.0,984.48,NC,MI,21,1.6545882352941177,1021.5661120236092,1.7169178353337968,0.06,1
2021-04-26,9480,TRACTOR,1300.0,4000.0,TX,IL,53,3.076923076923077,5291.548595797047,4.070421996766959,0.99,10
2021-04-26,1500,SPRINTER,1713.0,1391.29,TX,MI,61,0.8121949795680093,2282.32981136274,1.332358325372294,0.52,6
2021-04-29,1000,SPRINTER,1470.0,1601.49,TX,IL,138,1.0894489795918367,2182.41429697744,1.4846355761751289,0.4,5
2021-04-24,40000,TRACTOR,435.0,1650.0,MI,KY,13,3.793103448275862,1909.9417413174249,4.390670669695229,0.6,7
2021-04-25,1073,CARGO VAN,1468.0,1080.42,WI,TX,38,0.7359809264305177,1996.9950639264875,1.3603508609853456,0.62,7
2021-04-25,9801,DOCK HIGH STRAIGHT,1489.0,3258.13,NC,TX,36,2.1881329751511083,4630.504105730376,3.1098079957893727,0.92,10
2021-04-26,4486,TRACTOR,1193.0,4859.0,TX,TN,61,4.07292539815591,3677.720896781426,3.0827501230355625,-0.99,-10
2021-04-26,2420,CUBE VAN,1674.0,0.0,TX,MI,54,0.0,3055.725811879275,1.825403710800045,1.83,19
2021-04-28,21100,TRACTOR,2194.0,7100.0,QA,MI,105,3.236098450319052,7348.068516321135,3.3491652307753577,0.11,2
2021-04-24,8000,DOCK HIGH STRAIGHT,437.0,1300.0,KY,MI,11,2.9748283752860414,1674.931371374039,3.8327949001694255,0.86,9
2021-04-28,4082,DOCK HIGH STRAIGHT,2268.0,4240.0,PU,MI,93,1.8694885361552027,5546.948862853578,2.4457446485245056,0.58,6
2021-04-27,1350,DOCK HIGH STRAIGHT,1087.0,2550.0,HG,TX,69,2.3459061637534497,3708.293052078045,3.411493148185874,1.07,11
2021-04-26,3000,TRACTOR,1088.0,1925.0,TX,TN,42,1.7693014705882353,1440.0676555221632,1.3235915951490471,-0.45,-5
2021-04-27,40000,TRACTOR,2039.0,6583.86,MR,NC,70,3.228965179009318,6474.379575344078,3.175271983984344,-0.05,-1
2021-04-26,5336,DOCK HIGH STRAIGHT,1046.0,2650.0,TX,AL,40,2.5334608030592736,2666.6162243311524,2.5493462947716563,0.02,1
2021-04-25,40000,TRACTOR,1306.0,5989.0,TX,SC,32,4.585758039816233,6178.290039018328,4.730696813949715,0.14,2
2021-04-29,2067,CUBE VAN,1754.0,2900.0,NX,MI,110,1.653363740022805,3387.229512223564,1.931145674015715,0.28,3
2021-04-26,12816,TRACTOR,1088.0,3000.0,TX,TN,39,2.7573529411764706,3639.4151710995984,3.3450507087312484,0.59,6
2021-04-26,900,SPRINTER,1415.0,1616.0,TX,OH,39,1.1420494699646644,1928.896353365952,1.3631776348875986,0.22,3
2021-04-26,1510,TRACTOR,1088.0,361.0,TX,TN,39,0.3318014705882353,1287.7118551288784,1.1835586903758073,0.85,9
2021-04-28,4467,TRACTOR,2387.0,7000.0,TX,TX,94,2.932551319648094,6851.621094083446,2.8703900687404467,-0.06,-1
2021-04-26,562,CARGO VAN,1541.0,1600.0,TX,OH,39,1.0382868267358858,1887.742015264139,1.2250110417028806,0.19,2
2021-04-25,40000,TRACTOR,435.0,1650.0,MI,KY,11,3.793103448275862,1886.257579131524,4.336224319842582,0.54,6
2021-04-28,299,CARGO VAN,2076.0,3047.0,SL,MI,81,1.4677263969171483,3408.98602998028,1.6420934633816378,0.17,2
2021-04-25,8000,DOCK HIGH STRAIGHT,437.0,1300.0,KY,MI,13,2.9748283752860414,1680.4867654110192,3.845507472336428,0.87,9
2021-04-26,1838,CARGO VAN,378.0,718.44,MI,KY,17,1.900634920634921,1006.1458522882416,2.661761513990057,0.76,8
2021-04-26,8550,DOCK HIGH STRAIGHT,390.0,1672.07,IN,MS,14,4.287358974358974,2013.033274160071,5.161623779897618,0.87,9
2021-04-29,1200,CARGO VAN,2127.0,4000.0,AG,MI,83,1.8805829807240244,3890.362217183176,1.829037243621616,-0.05,-1
2021-04-28,40000,TRACTOR,2039.0,6583.86,MR,NC,62,3.228965179009318,6526.743656943475,3.2009532402861574,-0.03,-1
2021-04-26,1950,SPRINTER,484.0,634.75,MI,WV,9,1.3114669421487604,1072.656438717352,2.216232311399488,0.9,10
2021-04-27,180,CARGO VAN,482.0,839.16,MI,NY,22,1.7409958506224066,887.4768002666165,1.841238174827005,0.1,2
2021-04-28,2754,DOCK HIGH STRAIGHT,1128.0,1850.0,TN,TX,57,1.6400709219858156,2213.844007835749,1.962627666521054,0.32,4
2021-04-26,40000,TRACTOR,414.0,3318.0,IN,TN,10,8.014492753623188,2455.162220791076,5.93034352848086,-2.08,-21
2021-04-28,340,SPRINTER,1514.0,1689.0,MI,TX,54,1.1155878467635405,1519.7731686058814,1.0038131893037523,-0.11,-2
2021-04-27,40000,TRACTOR,509.0,1400.0,KY,SC,20,2.75049115913556,1382.5596898661706,2.716227288538646,-0.03,-1
2021-04-29,550,DOCK HIGH STRAIGHT,2106.0,3875.0,AG,MI,67,1.8399810066476727,4718.032083183463,2.240281141112756,0.4,5
2021-04-29,7000,TRACTOR,1560.0,3195.0,MI,TX,68,2.048076923076923,4459.411282579047,2.8585969760122096,0.81,9
2021-04-27,31835,TRACTOR,1306.0,5950.0,TX,SC,35,4.555895865237366,6123.593279468278,4.688815681063,0.13,2
2021-04-28,7000,DOCK HIGH STRAIGHT,1432.0,4049.0,SC,TX,51,2.827513966480447,4342.902896593907,3.0327534194091528,0.21,3
2021-04-27,40000,TRACTOR,437.0,2992.24,OH,TN,22,6.847231121281464,3078.827869101416,7.045372698172577,0.2,3
2021-04-29,4000,DOCK HIGH STRAIGHT,1235.0,2270.0,KY,TX,69,1.838056680161944,2357.70255578806,1.909070895374947,0.07,1
2021-04-27,2035,DOCK HIGH STRAIGHT,1065.0,2850.0,TX,GA,24,2.676056338028169,3054.0132456275223,2.867618071011758,0.19,2
2021-04-29,6612,DOCK HIGH STRAIGHT,1075.0,1450.0,TN,TX,68,1.3488372093023255,2313.7830622792926,2.1523563370039933,0.8,9
2021-04-28,1600,CARGO VAN,1634.0,1690.0,TX,MI,42,1.034271725826193,2126.570331266364,1.3014506311299654,0.27,3
2021-04-27,38540,TRACTOR,649.0,2388.0,IL,AL,24,3.679506933744222,3597.381448449956,5.542960629352783,1.86,19
2021-04-29,2358,SPRINTER,2280.0,2877.0,MI,TL,73,1.261842105263158,3006.9471045415776,1.318836449360341,0.06,1
2021-04-28,780,CARGO VAN,1773.0,2298.0,PA,TX,49,1.2961082910321489,1982.2807642702817,1.1180376561028098,-0.18,-2
2021-04-27,1375,SPRINTER,467.0,1288.0,TX,TX,18,2.758029978586724,1167.1842365154453,2.4993238469281485,-0.26,-3
2021-04-28,5700,DOCK HIGH STRAIGHT,1346.0,2688.0,WI,TX,48,1.99702823179792,3755.4336738562033,2.790069594246808,0.79,8
2021-04-27,1000,CARGO VAN,591.0,742.72,GA,WV,16,1.2567174280879865,1123.577954685246,1.901147131447117,0.64,7
2021-04-28,917,SPRINTER,1381.0,1581.0,NC,TX,50,1.1448225923244026,2195.3572048817,1.589686607445112,0.44,5
2021-04-28,4450,DOCK HIGH STRAIGHT,1169.0,2268.0,TX,IL,40,1.9401197604790417,2448.274033303115,2.094331936101895,0.15,2
2021-04-28,400,CARGO VAN,1624.0,1350.0,MI,TX,48,0.8312807881773399,1507.6998735698294,0.9283866216562988,0.1,2
